Driver,DriverNumber,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Year,Round,SessionType
VER,1,0 days 00:01:32.650000,10.0,4.0,INTERMEDIATE,10.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:32.453000,11.0,4.0,INTERMEDIATE,11.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:31.591000,12.0,4.0,INTERMEDIATE,12.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:31.271000,13.0,4.0,INTERMEDIATE,13.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.639000,14.0,4.0,INTERMEDIATE,14.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.328000,15.0,4.0,INTERMEDIATE,15.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.592000,16.0,4.0,INTERMEDIATE,16.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:33.392000,17.0,4.0,INTERMEDIATE,17.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:32.169000,18.0,4.0,INTERMEDIATE,18.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:31.939000,19.0,4.0,INTERMEDIATE,19.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:31.598000,20.0,4.0,INTERMEDIATE,20.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:31.177000,21.0,4.0,INTERMEDIATE,21.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:31.040000,22.0,4.0,INTERMEDIATE,22.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.686000,23.0,4.0,INTERMEDIATE,23.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.978000,24.0,4.0,INTERMEDIATE,24.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.845000,25.0,4.0,INTERMEDIATE,25.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.293000,26.0,4.0,INTERMEDIATE,26.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:29.731000,27.0,4.0,INTERMEDIATE,27.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:29.411000,28.0,4.0,INTERMEDIATE,28.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:29.043000,29.0,4.0,INTERMEDIATE,29.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:28.237000,30.0,4.0,INTERMEDIATE,30.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:28.127000,31.0,4.0,INTERMEDIATE,31.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:28.208000,32.0,4.0,INTERMEDIATE,32.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:28.046000,33.0,4.0,INTERMEDIATE,33.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:08.598000,34.0,4.0,INTERMEDIATE,34.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:04.508000,35.0,5.0,MEDIUM,1.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:56.334000,36.0,5.0,MEDIUM,2.0,Red Bull Racing,2025,1,R
VER,1,,37.0,5.0,MEDIUM,3.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:17.910000,38.0,5.0,MEDIUM,4.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:12.714000,39.0,5.0,MEDIUM,5.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:11.498000,40.0,5.0,MEDIUM,6.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:12.004000,41.0,5.0,MEDIUM,7.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:25.317000,42.0,5.0,MEDIUM,8.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:23.081000,43.0,5.0,MEDIUM,9.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:26.789000,44.0,5.0,MEDIUM,10.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:32.874000,45.0,5.0,MEDIUM,11.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:52.606000,46.0,5.0,MEDIUM,12.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:07.213000,47.0,6.0,INTERMEDIATE,1.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:02.406000,48.0,6.0,INTERMEDIATE,2.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:24.892000,49.0,6.0,INTERMEDIATE,3.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:22.085000,50.0,6.0,INTERMEDIATE,4.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:02:13.879000,51.0,6.0,INTERMEDIATE,5.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:33.864000,52.0,6.0,INTERMEDIATE,6.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:30.859000,53.0,6.0,INTERMEDIATE,7.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:29.100000,54.0,6.0,INTERMEDIATE,8.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:28.538000,55.0,6.0,INTERMEDIATE,9.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:27.921000,56.0,6.0,INTERMEDIATE,10.0,Red Bull Racing,2025,1,R
VER,1,0 days 00:01:27.400000,57.0,6.0,INTERMEDIATE,11.0,Red Bull Racing,2025,1,R
GAS,10,0 days 00:02:14.132000,1.0,1.0,INTERMEDIATE,1.0,Alpine,2025,1,R
GAS,10,,2.0,1.0,INTERMEDIATE,2.0,Alpine,2025,1,R
GAS,10,,3.0,2.0,INTERMEDIATE,3.0,Alpine,2025,1,R
GAS,10,,4.0,3.0,INTERMEDIATE,4.0,Alpine,2025,1,R
GAS,10,0 days 00:02:21.360000,5.0,4.0,INTERMEDIATE,5.0,Alpine,2025,1,R
GAS,10,0 days 00:02:19.952000,6.0,4.0,INTERMEDIATE,6.0,Alpine,2025,1,R
GAS,10,0 days 00:02:06.733000,7.0,4.0,INTERMEDIATE,7.0,Alpine,2025,1,R
GAS,10,0 days 00:01:38.441000,8.0,4.0,INTERMEDIATE,8.0,Alpine,2025,1,R
GAS,10,0 days 00:01:36.062000,9.0,4.0,INTERMEDIATE,9.0,Alpine,2025,1,R
GAS,10,0 days 00:01:35.527000,10.0,4.0,INTERMEDIATE,10.0,Alpine,2025,1,R
GAS,10,0 days 00:01:34.702000,11.0,4.0,INTERMEDIATE,11.0,Alpine,2025,1,R
GAS,10,0 days 00:01:34.227000,12.0,4.0,INTERMEDIATE,12.0,Alpine,2025,1,R
GAS,10,0 days 00:01:33.275000,13.0,4.0,INTERMEDIATE,13.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.859000,14.0,4.0,INTERMEDIATE,14.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.744000,15.0,4.0,INTERMEDIATE,15.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.445000,16.0,4.0,INTERMEDIATE,16.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.795000,17.0,4.0,INTERMEDIATE,17.0,Alpine,2025,1,R
GAS,10,0 days 00:01:33.124000,18.0,4.0,INTERMEDIATE,18.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.462000,19.0,4.0,INTERMEDIATE,19.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.327000,20.0,4.0,INTERMEDIATE,20.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.323000,21.0,4.0,INTERMEDIATE,21.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.355000,22.0,4.0,INTERMEDIATE,22.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.438000,23.0,4.0,INTERMEDIATE,23.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.035000,24.0,4.0,INTERMEDIATE,24.0,Alpine,2025,1,R
GAS,10,0 days 00:01:31.622000,25.0,4.0,INTERMEDIATE,25.0,Alpine,2025,1,R
GAS,10,0 days 00:01:30.928000,26.0,4.0,INTERMEDIATE,26.0,Alpine,2025,1,R
GAS,10,0 days 00:01:30.635000,27.0,4.0,INTERMEDIATE,27.0,Alpine,2025,1,R
GAS,10,0 days 00:01:30.382000,28.0,4.0,INTERMEDIATE,28.0,Alpine,2025,1,R
GAS,10,0 days 00:01:30.051000,29.0,4.0,INTERMEDIATE,29.0,Alpine,2025,1,R
GAS,10,0 days 00:01:30.124000,30.0,4.0,INTERMEDIATE,30.0,Alpine,2025,1,R
GAS,10,0 days 00:01:29.299000,31.0,4.0,INTERMEDIATE,31.0,Alpine,2025,1,R
GAS,10,0 days 00:01:29.383000,32.0,4.0,INTERMEDIATE,32.0,Alpine,2025,1,R
GAS,10,0 days 00:01:51.300000,33.0,4.0,INTERMEDIATE,33.0,Alpine,2025,1,R
GAS,10,0 days 00:02:25.049000,34.0,5.0,HARD,1.0,Alpine,2025,1,R
GAS,10,0 days 00:01:45.531000,35.0,5.0,HARD,2.0,Alpine,2025,1,R
GAS,10,0 days 00:01:41.620000,36.0,5.0,HARD,3.0,Alpine,2025,1,R
GAS,10,0 days 00:02:07.218000,37.0,5.0,HARD,4.0,Alpine,2025,1,R
GAS,10,0 days 00:02:19.376000,38.0,5.0,HARD,5.0,Alpine,2025,1,R
GAS,10,0 days 00:02:11.226000,39.0,5.0,HARD,6.0,Alpine,2025,1,R
GAS,10,0 days 00:02:10.476000,40.0,5.0,HARD,7.0,Alpine,2025,1,R
GAS,10,0 days 00:02:06.368000,41.0,5.0,HARD,8.0,Alpine,2025,1,R
GAS,10,0 days 00:01:27.942000,42.0,5.0,HARD,9.0,Alpine,2025,1,R
GAS,10,0 days 00:01:25.020000,43.0,5.0,HARD,10.0,Alpine,2025,1,R
GAS,10,0 days 00:01:28.332000,44.0,5.0,HARD,11.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.969000,45.0,5.0,HARD,12.0,Alpine,2025,1,R
GAS,10,0 days 00:01:56.069000,46.0,5.0,HARD,13.0,Alpine,2025,1,R
GAS,10,0 days 00:02:06.740000,47.0,6.0,INTERMEDIATE,1.0,Alpine,2025,1,R
GAS,10,0 days 00:02:01.785000,48.0,6.0,INTERMEDIATE,2.0,Alpine,2025,1,R
GAS,10,0 days 00:02:24.669000,49.0,6.0,INTERMEDIATE,3.0,Alpine,2025,1,R
GAS,10,0 days 00:02:17.754000,50.0,6.0,INTERMEDIATE,4.0,Alpine,2025,1,R
GAS,10,0 days 00:02:11.745000,51.0,6.0,INTERMEDIATE,5.0,Alpine,2025,1,R
GAS,10,0 days 00:01:36.326000,52.0,6.0,INTERMEDIATE,6.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.297000,53.0,6.0,INTERMEDIATE,7.0,Alpine,2025,1,R
GAS,10,0 days 00:01:34.967000,54.0,6.0,INTERMEDIATE,8.0,Alpine,2025,1,R
GAS,10,0 days 00:01:32.316000,55.0,6.0,INTERMEDIATE,9.0,Alpine,2025,1,R
GAS,10,0 days 00:01:30.866000,56.0,6.0,INTERMEDIATE,10.0,Alpine,2025,1,R
GAS,10,0 days 00:01:31.312000,57.0,6.0,INTERMEDIATE,11.0,Alpine,2025,1,R
ANT,12,0 days 00:02:22.352000,1.0,1.0,INTERMEDIATE,1.0,Mercedes,2025,1,R
ANT,12,,2.0,1.0,INTERMEDIATE,2.0,Mercedes,2025,1,R
ANT,12,,3.0,2.0,INTERMEDIATE,3.0,Mercedes,2025,1,R
ANT,12,,4.0,3.0,INTERMEDIATE,4.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:19.163000,5.0,4.0,INTERMEDIATE,5.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:21.111000,6.0,4.0,INTERMEDIATE,6.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:03.412000,7.0,4.0,INTERMEDIATE,7.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:38.729000,8.0,4.0,INTERMEDIATE,8.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:36.312000,9.0,4.0,INTERMEDIATE,9.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:35.270000,10.0,4.0,INTERMEDIATE,10.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:34.678000,11.0,4.0,INTERMEDIATE,11.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:35.385000,12.0,4.0,INTERMEDIATE,12.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:33.697000,13.0,4.0,INTERMEDIATE,13.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:33.802000,14.0,4.0,INTERMEDIATE,14.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:32.212000,15.0,4.0,INTERMEDIATE,15.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:37.326000,16.0,4.0,INTERMEDIATE,16.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:32.312000,17.0,4.0,INTERMEDIATE,17.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:32.181000,18.0,4.0,INTERMEDIATE,18.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.942000,19.0,4.0,INTERMEDIATE,19.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.319000,20.0,4.0,INTERMEDIATE,20.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.042000,21.0,4.0,INTERMEDIATE,21.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.887000,22.0,4.0,INTERMEDIATE,22.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.324000,23.0,4.0,INTERMEDIATE,23.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.822000,24.0,4.0,INTERMEDIATE,24.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.706000,25.0,4.0,INTERMEDIATE,25.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.299000,26.0,4.0,INTERMEDIATE,26.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.463000,27.0,4.0,INTERMEDIATE,27.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.716000,28.0,4.0,INTERMEDIATE,28.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:29.919000,29.0,4.0,INTERMEDIATE,29.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:29.794000,30.0,4.0,INTERMEDIATE,30.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:29.245000,31.0,4.0,INTERMEDIATE,31.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:29.032000,32.0,4.0,INTERMEDIATE,32.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:52.635000,33.0,4.0,INTERMEDIATE,33.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:22.596000,34.0,5.0,HARD,1.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:44.670000,35.0,5.0,HARD,2.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:41.655000,36.0,5.0,HARD,3.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:07.298000,37.0,5.0,HARD,4.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:19.681000,38.0,5.0,HARD,5.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:11.642000,39.0,5.0,HARD,6.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:09.615000,40.0,5.0,HARD,7.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:06.220000,41.0,5.0,HARD,8.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:27.505000,42.0,5.0,HARD,9.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:24.901000,43.0,5.0,HARD,10.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:48.276000,44.0,5.0,HARD,11.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:35.593000,45.0,6.0,INTERMEDIATE,1.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.780000,46.0,6.0,INTERMEDIATE,2.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:05.750000,47.0,6.0,INTERMEDIATE,3.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:58.429000,48.0,6.0,INTERMEDIATE,4.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:24.964000,49.0,6.0,INTERMEDIATE,5.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:20.284000,50.0,6.0,INTERMEDIATE,6.0,Mercedes,2025,1,R
ANT,12,0 days 00:02:12.971000,51.0,6.0,INTERMEDIATE,7.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:35.008000,52.0,6.0,INTERMEDIATE,8.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:31.398000,53.0,6.0,INTERMEDIATE,9.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.562000,54.0,6.0,INTERMEDIATE,10.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:30.602000,55.0,6.0,INTERMEDIATE,11.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:28.149000,56.0,6.0,INTERMEDIATE,12.0,Mercedes,2025,1,R
ANT,12,0 days 00:01:28.650000,57.0,6.0,INTERMEDIATE,13.0,Mercedes,2025,1,R
ALO,14,0 days 00:02:17.178000,1.0,1.0,INTERMEDIATE,1.0,Aston Martin,2025,1,R
ALO,14,,2.0,1.0,INTERMEDIATE,2.0,Aston Martin,2025,1,R
ALO,14,,3.0,2.0,INTERMEDIATE,3.0,Aston Martin,2025,1,R
ALO,14,,4.0,3.0,INTERMEDIATE,4.0,Aston Martin,2025,1,R
ALO,14,0 days 00:02:22.181000,5.0,4.0,INTERMEDIATE,5.0,Aston Martin,2025,1,R
ALO,14,0 days 00:02:19.493000,6.0,4.0,INTERMEDIATE,6.0,Aston Martin,2025,1,R
ALO,14,0 days 00:02:05.594000,7.0,4.0,INTERMEDIATE,7.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:38.354000,8.0,4.0,INTERMEDIATE,8.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:36.267000,9.0,4.0,INTERMEDIATE,9.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:35.569000,10.0,4.0,INTERMEDIATE,10.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:35.300000,11.0,4.0,INTERMEDIATE,11.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:34.076000,12.0,4.0,INTERMEDIATE,12.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:33.515000,13.0,4.0,INTERMEDIATE,13.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.664000,14.0,4.0,INTERMEDIATE,14.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.324000,15.0,4.0,INTERMEDIATE,15.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.521000,16.0,4.0,INTERMEDIATE,16.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.966000,17.0,4.0,INTERMEDIATE,17.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.698000,18.0,4.0,INTERMEDIATE,18.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.280000,19.0,4.0,INTERMEDIATE,19.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.610000,20.0,4.0,INTERMEDIATE,20.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.545000,21.0,4.0,INTERMEDIATE,21.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:33.282000,22.0,4.0,INTERMEDIATE,22.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:32.510000,23.0,4.0,INTERMEDIATE,23.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:31.665000,24.0,4.0,INTERMEDIATE,24.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:31.761000,25.0,4.0,INTERMEDIATE,25.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:31.343000,26.0,4.0,INTERMEDIATE,26.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:30.895000,27.0,4.0,INTERMEDIATE,27.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:30.652000,28.0,4.0,INTERMEDIATE,28.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:29.718000,29.0,4.0,INTERMEDIATE,29.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:29.374000,30.0,4.0,INTERMEDIATE,30.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:28.850000,31.0,4.0,INTERMEDIATE,31.0,Aston Martin,2025,1,R
ALO,14,0 days 00:01:28.819000,32.0,4.0,INTERMEDIATE,32.0,Aston Martin,2025,1,R
ALO,14,,33.0,4.0,INTERMEDIATE,33.0,Aston Martin,2025,1,R
LEC,16,0 days 00:02:08.480000,1.0,1.0,INTERMEDIATE,1.0,Ferrari,2025,1,R
LEC,16,,2.0,1.0,INTERMEDIATE,2.0,Ferrari,2025,1,R
LEC,16,,3.0,2.0,INTERMEDIATE,3.0,Ferrari,2025,1,R
LEC,16,,4.0,3.0,INTERMEDIATE,4.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:22.597000,5.0,4.0,INTERMEDIATE,5.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:18.850000,6.0,4.0,INTERMEDIATE,6.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:13.209000,7.0,4.0,INTERMEDIATE,7.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:38.190000,8.0,4.0,INTERMEDIATE,8.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:34.933000,9.0,4.0,INTERMEDIATE,9.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:33.539000,10.0,4.0,INTERMEDIATE,10.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:34.251000,11.0,4.0,INTERMEDIATE,11.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:33.536000,12.0,4.0,INTERMEDIATE,12.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:32.198000,13.0,4.0,INTERMEDIATE,13.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:32.448000,14.0,4.0,INTERMEDIATE,14.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.846000,15.0,4.0,INTERMEDIATE,15.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.832000,16.0,4.0,INTERMEDIATE,16.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:32.502000,17.0,4.0,INTERMEDIATE,17.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:32.614000,18.0,4.0,INTERMEDIATE,18.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.861000,19.0,4.0,INTERMEDIATE,19.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.756000,20.0,4.0,INTERMEDIATE,20.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.159000,21.0,4.0,INTERMEDIATE,21.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:30.695000,22.0,4.0,INTERMEDIATE,22.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.551000,23.0,4.0,INTERMEDIATE,23.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:30.732000,24.0,4.0,INTERMEDIATE,24.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:30.251000,25.0,4.0,INTERMEDIATE,25.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:30.340000,26.0,4.0,INTERMEDIATE,26.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:30.563000,27.0,4.0,INTERMEDIATE,27.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.723000,28.0,4.0,INTERMEDIATE,28.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.492000,29.0,4.0,INTERMEDIATE,29.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.367000,30.0,4.0,INTERMEDIATE,30.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.546000,31.0,4.0,INTERMEDIATE,31.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.337000,32.0,4.0,INTERMEDIATE,32.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:33.966000,33.0,4.0,INTERMEDIATE,33.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:13.905000,34.0,4.0,INTERMEDIATE,34.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:06.872000,35.0,5.0,HARD,2.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:42.406000,36.0,5.0,HARD,3.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:28.223000,37.0,5.0,HARD,4.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:19.475000,38.0,5.0,HARD,5.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:11.723000,39.0,5.0,HARD,6.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:11.985000,40.0,5.0,HARD,7.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:08.829000,41.0,5.0,HARD,8.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:26.831000,42.0,5.0,HARD,9.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:25.271000,43.0,5.0,HARD,10.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:36.363000,44.0,5.0,HARD,11.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.269000,45.0,5.0,HARD,12.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:36.429000,46.0,5.0,HARD,13.0,Ferrari,2025,1,R
LEC,16,,47.0,5.0,HARD,14.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:56.044000,48.0,6.0,INTERMEDIATE,1.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:22.777000,49.0,6.0,INTERMEDIATE,2.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:19.782000,50.0,6.0,INTERMEDIATE,3.0,Ferrari,2025,1,R
LEC,16,0 days 00:02:07.996000,51.0,6.0,INTERMEDIATE,4.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:36.380000,52.0,6.0,INTERMEDIATE,5.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:32.731000,53.0,6.0,INTERMEDIATE,6.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:31.082000,54.0,6.0,INTERMEDIATE,7.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.975000,55.0,6.0,INTERMEDIATE,8.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:29.801000,56.0,6.0,INTERMEDIATE,9.0,Ferrari,2025,1,R
LEC,16,0 days 00:01:30.964000,57.0,6.0,INTERMEDIATE,10.0,Ferrari,2025,1,R
STR,18,0 days 00:02:19.485000,1.0,1.0,INTERMEDIATE,1.0,Aston Martin,2025,1,R
STR,18,,2.0,1.0,INTERMEDIATE,2.0,Aston Martin,2025,1,R
STR,18,,3.0,2.0,INTERMEDIATE,1.0,Aston Martin,2025,1,R
STR,18,,4.0,3.0,INTERMEDIATE,1.0,Aston Martin,2025,1,R
STR,18,0 days 00:02:20.409000,5.0,4.0,INTERMEDIATE,1.0,Aston Martin,2025,1,R
STR,18,0 days 00:02:20.973000,6.0,4.0,INTERMEDIATE,2.0,Aston Martin,2025,1,R
STR,18,0 days 00:02:04.687000,7.0,4.0,INTERMEDIATE,3.0,Aston Martin,2025,1,R
STR,18,0 days 00:01:38.664000,8.0,4.0,INTERMEDIATE,4.0,Aston Martin,2025,1,R
STR,18,0 days 00:01:36.253000,9.0,4.0,INTERMEDIATE,5.0,Aston Martin,2025,1,R
STR,18,0 days 00:01:35.140000,10.0,4.0,INTERMEDIATE,6.0,Aston Martin,2025,1,R
STR,18,0 days 00:01:34.972000,11.0,4.0,INTERMEDIATE,7.0,Aston Martin,2025,1,R
STR,18,0 days 00:01:34.426000,12.0,4.0,INTERMEDIATE,8.0,Aston Martin,2025,1,R
STR,18,0 days 00:01:33.899000,13.0,4.0,INTERMEDIATE,9.0,Aston Martin,2025,1,R
